db_id,original_question,translated_question,query
car_1,What are the names and ids of all makers with more than 3 models?,3 కంటే ఎక్కువ మోడల్‌లను కలిగి ఉన్న అన్ని తయారీదారుల పేర్లు మరియు ఐడిలు ఏమిటి?,"SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;"
car_1,Which distinctive models are produced by maker with the full name General Motors or weighing more than 3500?,పూర్తి పేరుతో జనరల్ మోటార్స్ లేదా 3500 కంటే ఎక్కువ బరువున్న తయారీదారు ఏ విలక్షణమైన మోడళ్లను ఉత్పత్తి చేస్తారు?,SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;
car_1,What are the different models created by either the car maker General Motors or weighed more than 3500?,కార్ల తయారీ సంస్థ జనరల్ మోటార్స్ లేదా 3500 కంటే ఎక్కువ బరువుతో రూపొందించిన విభిన్న మోడల్‌లు ఏమిటి?,SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;
car_1,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,ఏ సంవత్సరాల్లో 3000 కంటే తక్కువ మరియు 4000 కంటే ఎక్కువ బరువు లేని కార్లు ఉత్పత్తి చేయబడ్డాయి?,select distinct year from cars_data where weight between 3000 and 4000;
car_1,What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?,4000 కంటే తక్కువ బరువున్న కార్లు మరియు 3000 కంటే ఎక్కువ బరువున్న కార్లు ఉత్పత్తి చేయబడిన వివిధ సంవత్సరాల్లో ఏవి ఉన్నాయి?,select distinct year from cars_data where weight between 3000 and 4000;
car_1,What is the horsepower of the car with the largest accelerate?,అతిపెద్ద యాక్సిలరేట్ ఉన్న కారు యొక్క హార్స్‌పవర్ ఎంత?,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;
car_1,What is the horsepower of the car with the greatest accelerate?,గ్రేటెస్ట్ యాక్సిలరేట్ ఉన్న కారు హార్స్‌పవర్ ఎంత?,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;
car_1,"For model volvo, how many cylinders does the car with the least accelerate have?","మోడల్ వోల్వో కోసం, తక్కువ యాక్సిలరేట్ ఉన్న కారులో ఎన్ని సిలిండర్లు ఉంటాయి?",SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;
car_1,"For a volvo model, how many cylinders does the version with least accelerate have?","వోల్వో మోడల్ కోసం, కనీసం యాక్సిలరేట్ ఉన్న వెర్షన్ ఎన్ని సిలిండర్‌లను కలిగి ఉంటుంది?",SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;
car_1,How many cars have a larger accelerate than the car with the largest horsepower?,అతిపెద్ద హార్స్‌పవర్ ఉన్న కారు కంటే పెద్ద యాక్సిలరేట్‌ని ఎన్ని కార్లు కలిగి ఉన్నాయి?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );
car_1,What is the number of cars with a greater accelerate than the one with the most horsepower?,అత్యధిక హార్స్‌పవర్ కలిగిన కార్ల కంటే ఎక్కువ యాక్సిలరేట్ ఉన్న కార్ల సంఖ్య ఎంత?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );
car_1,How many countries has more than 2 car makers ?,2 కంటే ఎక్కువ కార్ల తయారీదారులు ఎన్ని దేశాల్లో ఉన్నారు?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2
car_1,What is the number of countries with more than 2 car makers ?,2 కంటే ఎక్కువ కార్ల తయారీదారులు ఉన్న దేశాల సంఖ్య ఎంత?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2
car_1,How many cars has over 6 cylinders?,6 కంటే ఎక్కువ సిలిండర్లను కలిగి ఉన్న కార్లు ఎన్ని?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;
car_1,What is the number of carsw ith over 6 cylinders?,6 కంటే ఎక్కువ సిలిండర్లు ఉన్న కార్ల సంఖ్య ఎంత?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;
car_1,"For the cars with 4 cylinders, which model has the largest horsepower?","4 సిలిండర్లు ఉన్న కార్ల కోసం, ఏ మోడల్ అతిపెద్ద హార్స్‌పవర్‌ను కలిగి ఉంది?",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;
car_1,"For all of the 4 cylinder cars, which model has the most horsepower?","అన్ని 4 సిలిండర్ కార్ల కోసం, ఏ మోడల్ ఎక్కువ హార్స్‌పవర్‌ని కలిగి ఉంది?",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;
car_1,"Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.","అత్యల్ప హార్స్‌పవర్ కంటే ఎక్కువ ఉన్న కార్లలో, ఏవి 3 కంటే ఎక్కువ సిలిండర్‌లను కలిగి ఉండవు? తయారు చేసిన కారును జాబితా చేయండి మరియు పేరు పెట్టండి.","SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;"
car_1,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?","కనీస హార్స్‌పవర్ లేని కార్లలో, 4 సిలిండర్‌ల కంటే తక్కువ ఉన్న అన్ని కార్ల తయారీ ఐడీలు మరియు పేర్లు ఏమిటి?","select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;"
car_1,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,8 సిలిండర్లు లేదా 1980కి ముందు ఉత్పత్తి చేయబడిన కారు యొక్క గాలన్‌కు గరిష్ట మైళ్లు ఎంత?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980
car_1,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,8 సిలిండర్లు ఉన్న లేదా 1980కి ముందు ఉత్పత్తి చేయబడిన కార్ల గరిష్ట mpg ఎంత?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980
car_1,Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,3500 కంటే తేలికైన మోడల్స్ ఏవి కానీ &#39;ఫోర్డ్ మోటార్ కంపెనీ&#39; నిర్మించలేదు?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';
car_1,What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?,3500 కంటే తేలికైన కానీ ఫోర్డ్ మోటార్ కంపెనీ నిర్మించని విభిన్న నమూనాలు ఏవి?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';
car_1,What are the name of the countries where there is not a single car maker?,ఒక్క కార్ మేకర్ కూడా లేని దేశాల పేర్లు ఏమిటి?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;
car_1,What are the names of the countries with no car makers?,కార్ల తయారీదారులు లేని దేశాల పేర్లు ఏమిటి?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;
car_1,Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,కనీసం 2 మోడల్‌లు మరియు 3 కంటే ఎక్కువ కార్ల తయారీదారులను ఉత్పత్తి చేసే కార్ల తయారీదారులు ఎవరు? id మరియు తయారీదారుని జాబితా చేయండి.,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;"
car_1,What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,కనీసం 2 మోడల్‌లను ఉత్పత్తి చేసే మరియు 3 కంటే ఎక్కువ కార్లను తయారు చేసే అన్ని కార్ల తయారీదారుల ఐడీలు మరియు తయారీదారులు ఏమిటి?,"SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;"
car_1,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,3 కంటే ఎక్కువ కార్ల తయారీదారులను కలిగి ఉన్న లేదా &#39;ఫియట్&#39; మోడల్‌ను ఉత్పత్తి చేసే దేశాల ఐడి మరియు పేర్లు ఏమిటి?,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';"
car_1,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,3 కంటే ఎక్కువ కార్ల తయారీదారులను కలిగి ఉన్న లేదా ఫియట్ మోడల్‌ను ఉత్పత్తి చేసే అన్ని దేశాల ఐడిలు మరియు పేర్లు ఏమిటి?,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';"
flight_2,"Which country does Airline ""JetBlue Airways"" belong to?",ఎయిర్‌లైన్ &quot;జెట్‌బ్లూ ఎయిర్‌వేస్&quot; ఏ దేశానికి చెందినది?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,What country is Jetblue Airways affiliated with?,జెట్‌బ్లూ ఎయిర్‌వేస్ ఏ దేశంతో అనుబంధంగా ఉంది?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,"What is the abbreviation of Airline ""JetBlue Airways""?",ఎయిర్‌లైన్ &quot;జెట్‌బ్లూ ఎయిర్‌వేస్&quot; యొక్క సంక్షిప్తీకరణ ఏమిటి?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,Which abbreviation corresponds to Jetblue Airways?,ఏ సంక్షిప్తీకరణ జెట్‌బ్లూ ఎయిర్‌వేస్‌కు అనుగుణంగా ఉంటుంది?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,"List all airline names and their abbreviations in ""USA"".",&quot;USA&quot;లో అన్ని ఎయిర్‌లైన్ పేర్లు మరియు వాటి సంక్షిప్తాలను జాబితా చేయండి.,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,What are the airline names and abbreviations for airlines in the USA?,USAలోని ఎయిర్‌లైన్‌ల కోసం ఎయిర్‌లైన్ పేర్లు మరియు సంక్షిప్తాలు ఏమిటి?,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,List the airport code and name in the city of Anthony.,ఆంథోనీ నగరంలో విమానాశ్రయం కోడ్ మరియు పేరును జాబితా చేయండి.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"""
flight_2,Give the airport code and airport name corresonding to the city Anthony.,ఆంథోనీ నగరానికి సంబంధించిన విమానాశ్రయం కోడ్ మరియు విమానాశ్రయం పేరును ఇవ్వండి.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"""
flight_2,How many airlines do we have?,మనకు ఎన్ని విమానయాన సంస్థలు ఉన్నాయి?,SELECT count(*) FROM AIRLINES
flight_2,What is the total number of airlines?,మొత్తం విమానయాన సంస్థల సంఖ్య ఎంత?,SELECT count(*) FROM AIRLINES
flight_2,How many airports do we have?,మనకు ఎన్ని విమానాశ్రయాలు ఉన్నాయి?,SELECT count(*) FROM AIRPORTS
flight_2,Return the number of  airports.,విమానాశ్రయాల సంఖ్యను తిరిగి ఇవ్వండి.,SELECT count(*) FROM AIRPORTS
flight_2,How many flights do we have?,మనకు ఎన్ని విమానాలు ఉన్నాయి?,SELECT count(*) FROM FLIGHTS
flight_2,Return the number of flights.,విమానాల సంఖ్యను తిరిగి ఇవ్వండి.,SELECT count(*) FROM FLIGHTS
flight_2,Which airline has abbreviation 'UAL'?,ఏ ఎయిర్‌లైన్‌కు &#39;UAL&#39; సంక్షిప్తీకరణ ఉంది?,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"""
flight_2,Give the airline with abbreviation 'UAL'.,&#39;UAL&#39; సంక్షిప్తీకరణతో విమానయాన సంస్థకు ఇవ్వండి.,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"""
flight_2,How many airlines are from USA?,USA నుండి ఎన్ని విమానయాన సంస్థలు ఉన్నాయి?,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,Return the number of airlines in the USA.,USAలోని విమానయాన సంస్థల సంఖ్యను తిరిగి ఇవ్వండి.,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,Which city and country is the Alton airport at?,ఆల్టన్ విమానాశ్రయం ఏ నగరం మరియు దేశంలో ఉంది?,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"""
flight_2,Give the city and country for the Alton airport.,ఆల్టన్ విమానాశ్రయం కోసం నగరం మరియు దేశాన్ని ఇవ్వండి.,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"""
flight_2,What is the airport name for airport 'AKO'?,విమానాశ్రయం &#39;AKO&#39; యొక్క విమానాశ్రయం పేరు ఏమిటి?,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"""
flight_2,Return the name of the airport with code 'AKO'.,&#39;AKO&#39; కోడ్‌తో విమానాశ్రయం పేరును తిరిగి ఇవ్వండి.,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"""
flight_2,What are airport names at City 'Aberdeen'?,సిటీ &#39;అబెర్డీన్&#39;లో విమానాశ్రయాల పేర్లు ఏమిటి?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
flight_2,What are the names of airports in Aberdeen?,అబెర్డీన్‌లోని విమానాశ్రయాల పేర్లు ఏమిటి?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
flight_2,How many flights depart from 'APG'?,&#39;APG&#39; నుండి ఎన్ని విమానాలు బయలుదేరుతాయి?,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
flight_2,Count the number of flights departing from 'APG'.,&#39;APG&#39; నుండి బయలుదేరే విమానాల సంఖ్యను లెక్కించండి.,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
flight_2,How many flights have destination ATO?,ATOకి ఎన్ని విమానాలు గమ్యస్థానాన్ని కలిగి ఉన్నాయి?,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"""
flight_2,Count the number of flights into ATO.,ATOలోని విమానాల సంఖ్యను లెక్కించండి.,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"""
flight_2,How many flights depart from City Aberdeen?,సిటీ అబెర్డీన్ నుండి ఎన్ని విమానాలు బయలుదేరుతాయి?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,Return the number of flights departing from Aberdeen.,అబెర్డీన్ నుండి బయలుదేరే విమానాల సంఖ్యను తిరిగి ఇవ్వండి.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,How many flights arriving in Aberdeen city?,అబెర్డీన్ నగరానికి ఎన్ని విమానాలు వచ్చాయి?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,Return the number of flights arriving in Aberdeen.,అబెర్డీన్‌కు చేరుకున్న విమానాల సంఖ్యను తిరిగి ఇవ్వండి.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,సిటీ &#39;అబెర్డీన్&#39; నుండి ఎన్ని విమానాలు బయలుదేరుతాయి మరియు గమ్యస్థానం &#39;యాష్లే&#39;ని కలిగి ఉన్నాయి?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen"""
flight_2,How many flights fly from Aberdeen to Ashley?,అబెర్డీన్ నుండి ఆష్లీకి ఎన్ని విమానాలు నడుస్తాయి?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen"""
flight_2,How many flights does airline 'JetBlue Airways' have?,విమానయాన సంస్థ &#39;జెట్‌బ్లూ ఎయిర్‌వేస్&#39; ఎన్ని విమానాలను కలిగి ఉంది?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways"""
flight_2,Give the number of Jetblue Airways flights.,జెట్‌బ్లూ ఎయిర్‌వేస్ విమానాల సంఖ్యను ఇవ్వండి.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways"""
flight_2,How many 'United Airlines' flights go to Airport 'ASY'?,ఎయిర్‌పోర్ట్ &#39;ASY&#39;కి ఎన్ని &#39;యునైటెడ్ ఎయిర్‌లైన్స్&#39; విమానాలు వెళ్తాయి?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY"""
flight_2,Count the number of United Airlines flights arriving in ASY Airport.,ASY విమానాశ్రయానికి చేరుకున్న యునైటెడ్ ఎయిర్‌లైన్స్ విమానాల సంఖ్యను లెక్కించండి.,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY"""
flight_2,How many 'United Airlines' flights depart from Airport 'AHD'?,ఎయిర్‌పోర్ట్ &#39;AHD&#39; నుండి ఎన్ని &#39;యునైటెడ్ ఎయిర్‌లైన్స్&#39; విమానాలు బయలుదేరుతాయి?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD"""
flight_2,Return the number of United Airlines flights leaving from AHD Airport.,AHD విమానాశ్రయం నుండి బయలుదేరే యునైటెడ్ ఎయిర్‌లైన్స్ విమానాల సంఖ్యను తిరిగి ఇవ్వండి.,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD"""
flight_2,How many United Airlines flights go to City 'Aberdeen'?,సిటీ &#39;అబెర్డీన్&#39;కి ఎన్ని యునైటెడ్ ఎయిర్‌లైన్స్ విమానాలు వెళ్తాయి?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines"""
flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,అబెర్డీన్‌కు వచ్చిన యునైటెడ్ ఎయిర్‌లైన్స్ విమానాల సంఖ్యను లెక్కించండి.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines"""
flight_2,Which city has most number of arriving flights?,ఏ నగరానికి ఎక్కువ సంఖ్యలో వచ్చే విమానాలు ఉన్నాయి?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,Which city has the most frequent destination airport?,ఏ నగరంలో అత్యంత తరచుగా గమ్యస్థాన విమానాశ్రయం ఉంది?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,Which city has most number of departing flights?,ఏ నగరం నుండి బయలుదేరే విమానాలు ఎక్కువగా ఉన్నాయి?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,Which city is the most frequent source airport?,అత్యంత తరచుగా సోర్స్ విమానాశ్రయం ఏ నగరం?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,What is the code of airport that has the highest number of flights?,అత్యధిక విమానాలు ఉన్న విమానాశ్రయం కోడ్ ఏది?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
flight_2,What is the airport code of the airport with the most flights?,అత్యధిక విమానాలు ఉన్న విమానాశ్రయం యొక్క విమానాశ్రయం కోడ్ ఏమిటి?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
flight_2,What is the code of airport that has fewest number of flights?,తక్కువ సంఖ్యలో విమానాలు ఉన్న విమానాశ్రయం కోడ్ ఏమిటి?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1
flight_2,Give the code of the airport with the least flights.,అతి తక్కువ విమానాలు ఉన్న విమానాశ్రయం కోడ్ ఇవ్వండి.,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1
flight_2,Which airline has most number of flights?,ఏ ఎయిర్‌లైన్‌లో అత్యధిక విమానాలు ఉన్నాయి?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1
flight_2,What airline serves the most flights?,ఏ విమానయాన సంస్థ అత్యధిక విమానాలను అందిస్తోంది?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1
flight_2,Find the abbreviation and country of the airline that has fewest number of flights?,తక్కువ సంఖ్యలో విమానాలు ఉన్న విమానయాన సంస్థ యొక్క సంక్షిప్తీకరణ మరియు దేశాన్ని కనుగొనాలా?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1"
flight_2,What is the abbreviation of the airilne has the fewest flights and what country is it in?,airilne యొక్క సంక్షిప్తీకరణ ఏది తక్కువ విమానాలు మరియు అది ఏ దేశంలో ఉంది?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1"
flight_2,What are airlines that have some flight departing from airport 'AHD'?,విమానాశ్రయం &#39;AHD&#39; నుండి కొంత విమానాన్ని కలిగి ఉన్న విమానయాన సంస్థలు ఏమిటి?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD"""
