db_id,original_question,translated_question,query
car_1,What is the horsepower of the car with the greatest accelerate?,ከፍተኛ ፍጥነት ያለው የመኪናው የፈረስ ጉልበት ስንት ነው?,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;
car_1,"For model volvo, how many cylinders does the car with the least accelerate have?",ለሞዴል ቮልቮ አነስተኛ ፍጥነት ያለው መኪና ስንት ሲሊንደሮች አሉት?,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;
car_1,"For a volvo model, how many cylinders does the version with least accelerate have?",ለቮልቮ ሞዴል፣ በትንሹ የተፋጠነው ስሪት ስንት ሲሊንደሮች አሉት?,SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;
car_1,How many cars have a larger accelerate than the car with the largest horsepower?,ትልቁ የፈረስ ጉልበት ካለው መኪና ምን ያህል መኪኖች ትልቅ ፍጥነት አላቸው?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );
car_1,What is the number of cars with a greater accelerate than the one with the most horsepower?,በጣም የፈረስ ጉልበት ካለው የበለጠ ፍጥነት ያላቸው መኪኖች ቁጥር ስንት ነው?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );
car_1,How many countries has more than 2 car makers ?,ስንት ሀገር ከ 2 በላይ መኪና ሰሪዎች አሏቸው?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2
car_1,What is the number of countries with more than 2 car makers ?,ከ 2 በላይ መኪና ሰሪዎች ያሏቸው ሀገራት ቁጥር ስንት ነው?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2
car_1,How many cars has over 6 cylinders?,ስንት መኪናዎች ከ6 ሲሊንደሮች አሏቸው?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;
car_1,What is the number of carsw ith over 6 cylinders?,ከ6 ሲሊንደሮች በላይ የሚሽከረከሩት መኪናዎች ቁጥር ስንት ነው?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;
car_1,"For the cars with 4 cylinders, which model has the largest horsepower?",4 ሲሊንደሮች ላሏቸው መኪኖች የትኛው ሞዴል ትልቁ የፈረስ ጉልበት አለው?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;
car_1,"For all of the 4 cylinder cars, which model has the most horsepower?",ለአራቱ ሲሊንደር መኪኖች የትኛው ሞዴል ብዙ የፈረስ ጉልበት አለው?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;
car_1,"Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.",ዝቅተኛ የፈረስ ጉልበት ካላቸው መኪኖች መካከል ከ 3 ሲሊንደሮች በላይ የሌላቸው የትኞቹ ናቸው? የተሰራውን መኪና ይዘርዝሩ እና ስም አውጡ።,"SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;"
car_1,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?",ዝቅተኛው የፈረስ ጉልበት ከሌላቸው መኪኖች መካከል ከ 4 ሲሊንደሮች በታች ያሉት ሁሉ መታወቂያ እና ስም ምን ይባላል?,"select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;"
car_1,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,8 ሲሊንደሮች ያለው ወይም ከ 1980 በፊት የተሰራው መኪና በአንድ ጋሎን የሚፈቀደው ከፍተኛው ማይል ስንት ነው?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980
car_1,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,8 ሲሊንደሮች የነበራቸው ወይም ከ1980 በፊት የተመረቱት መኪኖች ከፍተኛው mpg ስንት ነው?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980
car_1,Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,የትኞቹ ሞዴሎች ከ 3500 ያነሱ ግን በ‹ፎርድ ሞተር ኩባንያ› ያልተገነቡ ናቸው?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';
car_1,What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?,ከ 3500 ያነሱ ነገር ግን በፎርድ ሞተር ኩባንያ ያልተገነቡት የተለያዩ ሞዴሎች ምንድ ናቸው?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';
car_1,What are the name of the countries where there is not a single car maker?,አንድ መኪና የማይሰራባቸው አገሮችስ ማን ይባላሉ?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;
car_1,What are the names of the countries with no car makers?,መኪና ሰሪዎች የሌሉባቸው አገሮች ስም ማን ይባላል?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;
car_1,Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,ቢያንስ 2 ሞዴሎችን እና ከ 3 በላይ መኪናዎችን የሚያመርቱት መኪናዎች የትኞቹ ናቸው? መታወቂያውን እና ፈጣሪውን ይዘርዝሩ።,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;"
car_1,What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,ቢያንስ 2 ሞዴሎችን የሚያመርቱ እና ከ3 በላይ መኪኖችን የሚያመርቱ የሁሉም መኪና ሰሪዎች መታወቂያ እና ሰሪዎች ምንድናቸው?,"SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;"
car_1,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,ከ 3 በላይ መኪና ሰሪዎች ያሏቸው ወይም የ‹fiat› ሞዴል ያመረቱት አገሮች መታወቂያ እና ስም ማን ናቸው?,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';"
car_1,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,ከ 3 በላይ መኪና ሰሪዎች ያሏቸው ወይም የ fiat ሞዴል ያመረቱ የሁሉም ሀገሮች መታወቂያ እና ስም ምንድ ናቸው?,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';"
flight_2,"Which country does Airline ""JetBlue Airways"" belong to?",አየር መንገድ &quot;JetBlue Airways&quot; የየት ሀገር ነው?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,What country is Jetblue Airways affiliated with?,ጄትብሉ አየር መንገድ ከየት ሀገር ጋር ነው የተገናኘው?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,"What is the abbreviation of Airline ""JetBlue Airways""?",አየር መንገድ &quot;JetBlue Airways&quot; ምህጻረ ቃል ምንድ ነው?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,Which abbreviation corresponds to Jetblue Airways?,ከጄትብሉ አየር መንገድ ጋር የሚዛመደው የትኛው ምህጻረ ቃል ነው?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"""
flight_2,"List all airline names and their abbreviations in ""USA"".",ሁሉንም የአየር መንገድ ስም እና ምህፃረ ቃል በ &quot;USA&quot; ይዘርዝሩ።,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,What are the airline names and abbreviations for airlines in the USA?,በዩኤስኤ ውስጥ የአየር መንገድ ስም እና ምህፃረ ቃል ምንድናቸው?,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,List the airport code and name in the city of Anthony.,በአንቶኒ ከተማ የአየር ማረፊያውን ኮድ እና ስም ይዘርዝሩ።,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"""
flight_2,Give the airport code and airport name corresonding to the city Anthony.,ከከተማው አንቶኒ ጋር የሚዛመድ የአየር ማረፊያ ኮድ እና የአየር ማረፊያ ስም ይስጡ።,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"""
flight_2,How many airlines do we have?,ስንት አየር መንገድ አለን?,SELECT count(*) FROM AIRLINES
flight_2,What is the total number of airlines?,የአየር መንገዶች አጠቃላይ ቁጥር ስንት ነው?,SELECT count(*) FROM AIRLINES
flight_2,How many airports do we have?,ስንት አየር ማረፊያዎች አሉን?,SELECT count(*) FROM AIRPORTS
flight_2,Return the number of  airports.,የአየር ማረፊያዎችን ቁጥር ይመልሱ.,SELECT count(*) FROM AIRPORTS
flight_2,How many flights do we have?,ስንት በረራ አለን?,SELECT count(*) FROM FLIGHTS
flight_2,Return the number of flights.,የበረራዎች ብዛት ይመልሱ።,SELECT count(*) FROM FLIGHTS
flight_2,Which airline has abbreviation 'UAL'?,የትኛው አየር መንገድ &#39;UAL&#39; ምህፃረ ቃል አለው?,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"""
flight_2,Give the airline with abbreviation 'UAL'.,አየር መንገዱን በምህፃረ ቃል &#39;UAL&#39; ይስጡት።,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"""
flight_2,How many airlines are from USA?,ከአሜሪካ ስንት አየር መንገዶች ናቸው?,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,Return the number of airlines in the USA.,በአሜሪካ ውስጥ ያሉትን የአየር መንገዶች ብዛት ይመልሱ።,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"""
flight_2,Which city and country is the Alton airport at?,የአልቶን አውሮፕላን ማረፊያ በየትኛው ከተማ እና ሀገር ነው?,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"""
flight_2,Give the city and country for the Alton airport.,ለአልተን አየር ማረፊያ ከተማውን እና ሀገርን ይስጡ.,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"""
flight_2,What is the airport name for airport 'AKO'?,የአውሮፕላን ማረፊያ &#39;AKO&#39; የአውሮፕላን ማረፊያ ስም ማን ይባላል?,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"""
flight_2,Return the name of the airport with code 'AKO'.,የአየር ማረፊያውን ስም በ &#39;AKO&#39; ኮድ ይመልሱ።,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"""
flight_2,What are airport names at City 'Aberdeen'?,በሲቲ &#39;አበርዲን&#39; የአየር ማረፊያ ስሞች ምንድ ናቸው?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
flight_2,What are the names of airports in Aberdeen?,በአበርዲን ውስጥ የአየር ማረፊያዎች ስሞች ምንድ ናቸው?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
flight_2,How many flights depart from 'APG'?,ከ&#39;APG&#39; ስንት በረራዎች ይነሳሉ?,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
flight_2,Count the number of flights departing from 'APG'.,ከ&#39;APG&#39; የሚነሱትን በረራዎች ብዛት ይቁጠሩ።,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"""
flight_2,How many flights have destination ATO?,መድረሻ ATO ስንት በረራዎች አሉት?,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"""
flight_2,Count the number of flights into ATO.,ወደ ATO የበረራዎችን ብዛት ይቁጠሩ።,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"""
flight_2,How many flights depart from City Aberdeen?,ከሲቲ አበርዲን ስንት በረራዎች ይነሳሉ?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,Return the number of flights departing from Aberdeen.,ከአበርዲን የሚነሱትን በረራዎች ብዛት ይመልሱ።,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,How many flights arriving in Aberdeen city?,አበርዲን ከተማ ስንት በረራዎች ይደርሳሉ?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,Return the number of flights arriving in Aberdeen.,አበርዲን የሚደርሱትን በረራዎች ብዛት ይመልሱ።,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"""
flight_2,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,ስንት በረራዎች ከሲቲ &#39;አበርዲን&#39; ተነስተው የመዳረሻ ከተማ &#39;አሽሊ&#39; አላቸው?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen"""
flight_2,How many flights fly from Aberdeen to Ashley?,ስንት በረራዎች ከአበርዲን ወደ አሽሊ?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen"""
flight_2,How many flights does airline 'JetBlue Airways' have?,አየር መንገዱ &#39;JetBlue Airways&#39; ስንት በረራዎች አሉት?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways"""
flight_2,Give the number of Jetblue Airways flights.,የጄትብሉ ኤርዌይስ በረራዎችን ቁጥር ይስጡ።,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways"""
flight_2,How many 'United Airlines' flights go to Airport 'ASY'?,ስንት &#39;የዩናይትድ አየር መንገድ&#39; በረራዎች ወደ ኤርፖርት &#39;ASY&#39; ይሄዳሉ?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY"""
flight_2,Count the number of United Airlines flights arriving in ASY Airport.,ASY አውሮፕላን ማረፊያ የሚደርሱትን የዩናይትድ አየር መንገድ በረራዎች ብዛት ይቁጠሩ።,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY"""
flight_2,How many 'United Airlines' flights depart from Airport 'AHD'?,ከኤርፖርት &#39;AHD&#39; ስንት &#39;የዩናይትድ አየር መንገድ&#39; በረራዎች ይነሳሉ?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD"""
flight_2,Return the number of United Airlines flights leaving from AHD Airport.,ከኤኤችዲ አየር ማረፊያ የሚነሱትን የተባበሩት አየር መንገድ በረራዎች ብዛት ይመልሱ።,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD"""
flight_2,How many United Airlines flights go to City 'Aberdeen'?,ስንት የተባበሩት አየር መንገድ በረራዎች ወደ ከተማ &#39;አበርዲን&#39; ይሄዳሉ?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines"""
flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,አበርዲን የሚደርሱትን የተባበሩት አየር መንገድ በረራዎች ይቁጠሩ።,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines"""
flight_2,Which city has most number of arriving flights?,ብዙ የመድረሻ በረራዎች ያሉት የትኛው ከተማ ነው?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,Which city has the most frequent destination airport?,በጣም ተደጋጋሚ መድረሻ አየር ማረፊያ ያለው የትኛው ከተማ ነው?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,Which city has most number of departing flights?,ብዙ የመነሻ በረራዎች ያሉት የትኛው ከተማ ነው?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,Which city is the most frequent source airport?,አውሮፕላን ማረፊያው በብዛት የሚገኘው የትኛው ከተማ ነው?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
flight_2,What is the code of airport that has the highest number of flights?,ከፍተኛ የበረራ ቁጥር ያለው የአየር ማረፊያ ኮድ ምንድን ነው?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
flight_2,What is the airport code of the airport with the most flights?,ብዙ በረራዎች ያሉት የአውሮፕላን ማረፊያው የአውሮፕላን ማረፊያ ኮድ ስንት ነው?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
flight_2,What is the code of airport that has fewest number of flights?,አነስተኛ ቁጥር ያለው የበረራ ቁጥር ያለው የአየር ማረፊያ ኮድ ምንድን ነው?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1
flight_2,Give the code of the airport with the least flights.,የአየር ማረፊያውን ኮድ በትንሹ በረራዎች ይስጡ።,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1
flight_2,Which airline has most number of flights?,የትኛው አየር መንገድ ብዙ በረራዎች አሉት?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1
flight_2,What airline serves the most flights?,ብዙ በረራዎችን የሚያገለግለው የትኛው አየር መንገድ ነው?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1
flight_2,Find the abbreviation and country of the airline that has fewest number of flights?,አነስተኛ ቁጥር ያለው የበረራ ቁጥር ያለውን የአየር መንገዱ ምህጻረ ቃል እና አገር ያግኙ?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1"
flight_2,What is the abbreviation of the airilne has the fewest flights and what country is it in?,አየር መንገዱ ትንሹ በረራዎች ያሉት እና በየትኛው ሀገር ውስጥ ነው ያለው?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1"
flight_2,What are airlines that have some flight departing from airport 'AHD'?,ከኤርፖርት &#39;AHD&#39; የሚነሱ አየር መንገዶች ምንድናቸው?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD"""
flight_2,Which airlines have a flight with source airport AHD?,የትኞቹ አየር መንገዶች ከምንጭ አየር ማረፊያ AHD ጋር በረራ አላቸው?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD"""
flight_2,What are airlines that have flights arriving at airport 'AHD'?,በኤርፖርት &#39;AHD&#39; የሚደርሱ በረራዎች ያላቸው አየር መንገዶች ምንድናቸው?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD"""
flight_2,Which airlines have a flight with destination airport AHD?,ከመድረሻ አየር ማረፊያ AHD ጋር በረራ ያላቸው የትኞቹ አየር መንገዶች ናቸው?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD"""
flight_2,Find all airlines that have flights from both airports 'APG' and 'CVO'.,ከሁለቱም አየር ማረፊያዎች &#39;APG&#39; እና &#39;CVO&#39; በረራዎች ያላቸውን ሁሉንም አየር መንገዶች ያግኙ።,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"""
flight_2,Which airlines have departing flights from both APG and CVO airports?,ከሁለቱም ከኤፒጂ እና ከ CVO አውሮፕላን ማረፊያዎች የሚነሱ በረራዎች ያላቸው አየር መንገዶች የትኞቹ ናቸው?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"""
flight_2,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,ከኤርፖርት &#39;CVO&#39; በረራዎች ያላቸውን ሁሉንም አየር መንገዶች ያግኙ ግን ከ&#39;APG&#39; አይደሉም።,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"""
flight_2,Which airlines have departures from CVO but not from APG airports?,ከ CVO የሚነሳ ነገር ግን ከኤፒጂ አየር ማረፊያዎች የሌሉት አየር መንገዶች የትኞቹ ናቸው?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"""
flight_2,Find all airlines that have at least 10 flights.,ቢያንስ 10 በረራዎች ያላቸውን ሁሉንም አየር መንገዶች ያግኙ።,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10
flight_2,Which airlines have at least 10 flights?,የትኞቹ አየር መንገዶች ቢያንስ 10 በረራዎች አላቸው?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10
flight_2,Find all airlines that have fewer than 200 flights.,ከ200 ያነሱ በረራዎች ያላቸውን ሁሉንም አየር መንገዶች ያግኙ።,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200
